doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9872,0.0417,2,0.9655,0.3781,,,,,8000,45,1,7,0,3.168,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.996,0.9,2,0.9655,0.1333,,,,,2972,21,9,1,0,1.236,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9782,0.1958,2,0.9655,0.4463,,,,,8000,55,5,8,0,3.611,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9968,1.0,2,0.9655,0.0,,,,,2366,16,6,0,0,1.226,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9816,0.1979,2,0.9655,0.0859,,,,,8000,49,6,2,0,3.072,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9792,0.7576,2,0.9655,0.2273,,,,,3236,19,5,1,0,1.525,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9838,0.193,2,0.9655,0.227,,,,,8000,58,5,4,0,2.765,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,0.8025,0.9786,0.26,2,0.9655,0.29,,,,,4764,16,4,3,0,1.99,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9801,0.2009,2,0.9655,0.2724,,,,,8000,60,5,5,0,3.92,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,0.9243,0.9686,0.1786,2,0.9655,0.3161,,,,,4097,16,3,4,0,1.942,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9841,0.3083,2,0.9655,0.2062,,,,,8000,51,8,4,0,3.344,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9777,0.2105,2,0.9655,0.75,,,,,4408,22,3,6,0,2.231,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9691,0.3162,2,0.9655,0.1212,,,,,8000,43,8,2,0,3.951,False
e296480baeeb6127374ca8e80066f051e3831a8a514fd02defd6fbf0bc04bbbc,RESUELVE,B,2022.0,0.0,1.0,0.9821,0.1739,2,0.9655,0.3424,,,,,8000,55,3,4,0,3.691,False
edd0abb84ce15dfa3744aedb7105e10e168580cea23ecef1cf2b886ce464e8cb,HECHOS_Y_CONDUCTAS,B,2024.0,0.0,0.0,0.9851,0.0,2,1.0,0.0,,,,,429,0,0,0,0,0.441,False
edd0abb84ce15dfa3744aedb7105e10e168580cea23ecef1cf2b886ce464e8cb,CONSIDERACIONES,B,2024.0,0.0,0.9777,0.9863,0.0,2,1.0,0.1562,,,,,8000,24,0,3,0,3.615,False
edd0abb84ce15dfa3744aedb7105e10e168580cea23ecef1cf2b886ce464e8cb,RECONOCIMIENTO,B,2024.0,0.0,1.0,0.9719,0.2852,2,1.0,0.0556,,,,,8000,44,8,1,0,3.99,False
edd0abb84ce15dfa3744aedb7105e10e168580cea23ecef1cf2b886ce464e8cb,RECONOCIMIENTO,B,2024.0,0.0,1.0,0.9897,0.0,2,1.0,0.2336,,,,,5811,41,0,3,0,2.822,False
edd0abb84ce15dfa3744aedb7105e10e168580cea23ecef1cf2b886ce464e8cb,RECONOCIMIENTO,B,2024.0,0.0,0.6514,0.9799,0.1808,2,1.0,0.0424,,,,,8000,25,7,1,0,3.709,False
edd0abb84ce15dfa3744aedb7105e10e168580cea23ecef1cf2b886ce464e8cb,RECONOCIMIENTO,B,2024.0,0.0,1.0,0.9896,0.1504,2,1.0,0.1037,,,,,8000,50,4,2,0,3.327,False
edd0abb84ce15dfa3744aedb7105e10e168580cea23ecef1cf2b886ce464e8cb,RECONOCIMIENTO,B,2024.0,0.0,1.0,0.9802,0.2167,2,1.0,0.0,,,,,8000,33,8,0,0,4.186,False
