AU1,AU4,AU6,AU12,AU15,AU17,audio,start,end,duracion
0.10085383802652359,0.0016799531877040863,0.05798568204045296,0.18349257111549377,0.0031712385825812817,0.005855237133800983,casanare_torres,1271.8,1274.09,2.29
0.07059553789440542,0.0589436561203911,0.24219005927443504,0.11931569103217043,0.00010317089163436322,0.5099115867633373,casanare_torres,1274.7,1278.36,3.66
0.0658350355436348,0.009889582597348966,0.484219800342213,0.08158638998973154,0.0019844820602837776,0.1319222575773231,casanare_torres,1279.05,1283.22,4.17
0.19187756333433623,0.0009731268032088078,0.414550713130406,0.2991069472794022,0.0032585556863296006,0.04216330264794773,casanare_torres,1283.63,1288.18,4.56
0.05118575038460012,0.0011303906011072774,0.5122983100322577,0.1319150161317129,0.0020894083998148115,0.023117415660705704,casanare_torres,1288.94,1291.27,2.33
0.06030803790781647,0.02000674686860293,0.27977419532835485,0.012452895497114013,0.0006753460646905296,0.05974532552063465,casanare_torres,1292.18,1294.71,2.53
0.10549657605588436,0.01080349981618513,0.399283019559724,0.10763107058872785,0.0001989317336210661,0.2988076983186017,casanare_torres,1294.95,1300.87,5.92
0.09054409540258349,0.016816942425793967,0.31668519973754883,0.16493212513478284,0.0005830427292494278,0.15560267909895628,casanare_torres,1301.41,1304.79,3.38
0.15749793825671077,0.07433235066061818,0.3087040538137609,0.36399548898705025,0.0025082480639288074,0.09190521603026851,casanare_torres,1305.24,1309.82,4.57
0.17628422925587406,0.0008032910330009393,0.5327980504794554,0.04753897905968849,0.0006361761914542348,0.08202328822914172,casanare_torres,1311.02,1313.7,2.68
0.1926604720763862,0.007089606468798593,0.4143420115113258,0.09551724039974943,0.0003267195926582644,0.05483479353133589,casanare_torres,1314.44,1317.18,2.73
0.23550158739089966,0.0014779083721805364,0.3560476303100586,0.7720301002264023,7.198323328339029e-05,0.0006306831492111087,casanare_torres,1317.56,1318.61,1.05
,,,,,,casanare_torres,1318.98,1319.42,0.44
0.08710431573646409,0.00035826698824946234,0.5820471559252057,0.023861956370378072,0.00015987113602022873,0.033826335898733566,casanare_torres,1319.98,1321.41,1.43
0.16656147750715414,0.036968159393937744,0.34829680766496396,0.04723883959104569,0.0018112858471997445,0.13619657328429943,casanare_torres,1321.93,1325.56,3.63
0.2239665691740811,0.13477182184988123,0.31673796009272337,0.020604102491082205,0.0005435060606184076,0.16611394468539706,casanare_torres,1326.37,1329.8,3.43
0.1311215887862173,0.0003525591430595589,0.40861414711583743,0.16664341369761876,0.0004922719735160089,0.037069001235067844,casanare_torres,1330.37,1332.9,2.53
0.23235345259308815,0.0002653585714662248,0.45582849213055204,0.16854599381388521,0.00011429555109186498,0.023996944007064615,casanare_torres,1333.48,1335.42,1.94
0.127279906347394,0.0004984525709005539,0.5219959199428559,0.0545812280732207,0.0040150226945115716,0.036864061211235824,casanare_torres,1336.48,1341.96,5.48
0.13310191547498107,0.005030915672250558,0.538999579846859,0.14389354796134057,0.0005660123188135913,0.030876753269694746,casanare_torres,1342.89,1351.99,9.1
0.3001592972432263,0.040688902528017934,0.31172427721321583,0.17458048881841629,0.006339920651953435,0.13219825989411524,casanare_torres,1353.12,1355.67,2.55
0.12848142127488524,0.016073010949185118,0.4272028792362947,0.12960713223982076,0.0008440850850512596,0.08694887485426779,casanare_torres,1356.49,1361.07,4.57
0.24241469534380095,0.020589525794743428,0.16378983296453953,0.11662035106149103,0.0020409123046972255,0.1170867229479232,casanare_torres,1361.42,1365.62,4.2
,,,,,,casanare_torres,1367.24,1370.67,3.43
0.22321658293631944,0.001423720263780772,0.4221432547677647,0.047405582466374406,0.001442821064136462,0.10754157501188191,casanare_torres,1371.41,1375.95,4.54
0.06850795447826385,0.000485307740746066,0.2954425811767578,0.00021028654009569436,0.001085743191652,0.11661119014024734,casanare_torres,1375.97,1376.0,0.03
0.16450591882069907,0.001436775753973052,0.25396710137526196,0.033851065944569804,0.0007151577447075397,0.1504569478953878,casanare_torres,1376.36,1378.41,2.06
0.4747057209412257,0.000504225901143703,0.2124753768245379,0.3032617810240481,0.003253012360194892,0.16137509257532656,casanare_torres,1379.66,1382.67,3.0
0.5806109874564058,0.0006667676195908879,0.263801329276141,0.2888642565402038,0.007801076765377622,0.25284962577964454,casanare_torres,1383.19,1386.18,2.99
0.2604008034731333,0.000436025551887444,0.39330753225546616,0.13376519373531875,0.007073025438278189,0.19401000402509594,casanare_torres,1387.36,1390.02,2.67
0.1729704595424912,0.0002522085335592485,0.3090714311057871,0.002587712689670628,0.000541154452093906,0.16627344937825744,casanare_torres,1390.6,1391.14,0.54
0.3816969820431301,0.00021762706014020035,0.3480439228670938,0.4075427624796118,0.004244540605993409,0.05005725300205605,casanare_torres,1391.73,1395.26,3.53
0.4698223074277242,0.0003520784769837822,0.3021501898765564,0.1975312301365193,0.014753534419772526,0.3517126689354579,casanare_torres,1395.66,1398.24,2.58
